name,review
the creative journal,"this book was my first introduction to creative journaling and therapeutic art. i loved it. now i am no longer in love with this book, but we're still good friends. it's unique among the newer explosion of creative journal books because of it's simplicity. the only materials required are paper and felt pens, and the examples from other people's journals use only these materials. i'd recommend it to people interested in using prompts to inspire self exploration in journal form.$this great book helped me find myself through writing with therapy and creativity. it helped removed write''s block which was a huge problem for me.$the first chapter of this book talks about how to use the book. it encourages you to read the whole book all the way through and then to go back and to follow the instructions in the book. that is what i have done with the book. so, far i have read it through and feel motivated, so i plan to now start going back and doing some of the writing prompts. for someone who has fallen out of journal writing and is trying to find the motivation in or back in i would suggest this book.$dowrick has a beautiful way with words. she is very inspiring and encouraging, and for someone who is either new to the journaling experience or someone who has not journaled in a while, i recommend this book. i actually recommend this book for writers, as well, because her writing style will motivate you and give you many ideas.$the room fills with a haze of myrrh, a thick saturday morning smoky scent that i dedicate to hel, my great goddess of death. with pen in hand and journal beneath it, i feel the freedom to begin my writing with purpose. i know not what purpose, yet, but i do feel freedom: the possibilities for journal writing are infinite, and setting the table with hel's power will lend something to whatever ends up written or unwritten."
the cricket on the hearth,"unfortunately, this was one of my least favorite dickens stories i've read to date. i wanted to read something by dickens for christmas to take a break from reading a christmas carol like i do each year at this time. i was disappointed to discover that, even though this story was in a volume called ""stories for christmas"" by dickens, it wasn't about christmas at all. it was basically about a couple families, simple and rustic, that redefine/renew their love for each other through a series of misunderstanding$i listened to this book in audio as well as reading it in print. i liked it. i didn't love it. i loved the narration by jim dale. he really made the characters come to life, but i had to actually read the printed story to understand parts of it. $while i enjoyed this book, i found it more difficult to follow than a christmas carol. it's a pleasant story with good characterization, and i liked the ending. the audio version was wonderfully narrated.$i hesitate to express my feelings on this one. i found the read to be tedious and dull, and yet ... the story was rather beautiful. you really have to break this one down in order to fully absorb it and appreciate it to its full extent.$this book is one of the more enjoyable christmas books by charles dickens. though it is not as complete a novel a 'a christmas carol' is or as thoughtful as 'the chimes' it is full of some warm and funny scenes and has lovable characters with the typical dickensian quirks meandering their way through a tale of misunderstandings, strangers with hidden secrets and the warmth of the victorian hearth that dickens captured so well."
the daffodil sky,"bates more successful than in his novels) there is once again the often exquisite prose, the always expert command of narrative intention which lend an importance to these intervals in the lives of the many people who cross the pages here. and again too the stir of the seasons, the soft countryside which is forever england to mr. bates has a more than occasional imprint. $the daffodil sky and other stories, which first appeared in harback in october 1955, and arrived in paperback in 1959, is a fine collection of 15 short stories, written between 1952 and 1955 and ranging from portraits of the english in foreign lands to poetic treatments of rural life that amply display his mature command of structure, atmosphere, and characterization and his compassionate view of the human condition. $"
the dragon masters,"i enjoyed this third entry in the dragon series. this series is interesting because it has such a different setting and culture - chinatown in san fransisco, so we see a lot of chinese-americans. i think the dragon shapeshifters are pretty cool, i like their different personalities. this isn't my absolute favorite paranormal series but it is a good one that is fun to read.$this series got better with each installment. i really got in to seth and carol's story. both very likeable characters. felt for carol cause she had no idea what she was and the extent of her powers. nicely done allyson. and what wasn't to love about seth. go ahead pick up this series, i am sure you'll enjoy it. $when seth is summoned by an imprisoned dragon master to do his bidding, practical and non-believer carol juan's own dragon master powers are unlocked and seth is called to her instead. higher powers have brought seth and carol together to prevent the unleashing of an ancient evil power onto the world. they don't always see eye to eye but there's definitely something more and powerful between them and they know they have to band together in order to succeed in saving the world and the people they love.$i will be honest, this book didn't really thrill me as much as the first two in the series. i just couldn't connect with carol or seth. the fact that for two novels carol was a disbeliever of magic and dragons made it hard to believe that all of a sudden she was this powerful dragon master who wielded more magic than even the silver dragon. the silver dragon, if i may add, we know from previous books is pretty damn strong.$"
the eye of the heron,"this was just a tiny little novel, but just packed with stuff i love. individual characters, compelling and interesting, but also embodying different political dogmas, the plot itself so packed with inherent symbolism that it shouldn't have been so light and natural. all coming together in a clean fast believable push through another world with the goal of freedom. it was beautiful.$ursula le guin's the eye of the heron looks like an easy, short book. my copy is quite slim, the writing is a reasonable size, and the prose is as polished as hers always is, and it's easy to read. there are some absolutely amazing quotes, that i loved to read just for the perspective she always brings to the discussion. these are the ones that struck me the most (in parts of them, description has been taken out to make them more universal).$another insightful novella, packed with politics, human rights, gender and class discrimination, philosophy and very sensorial descriptions.quite a good and quick read.$the people of the city arrived on the planet victoria by one-way spaceship, exiled from earth, convicted criminals. many years later the people of the peace arrive in the last such spaceship, also exiled, but by choice. they form a town and call it shantih, but the people of the city call it shanty - deftly contrasting the views of the city folk and the townfolk. over time the people of the peace have become the peasants of a feudal society in microcosm but now confrontation is coming. the people of the peace apply their principles of nonviolent non-co-operation. where will the confrontation lead the colonists of victoria to?$"
the female man,"this book is a complex and fascinating examination of gender roles and ideology. in it, russ contrasts and intertwines the stories of joanna (a 1970s feminist of a world much like, if not identical to, our own), jeannine (a young, fairly stereotypical woman of an alternate timeline in which the depression never ended), and janet (a woman from the distant utopian future of whileaway, a world with no men and only women), showing multiple variations on the issue or problem of sex difference alongside multiple responses to inequalities.$one of the best books i have ever read. uncomfortable, frenetic, literary, and goddamned magnificent.$feminism has evolved and changed over the decades and this book was written during the second wave of feminism (often referred to as women's lib) during the 1960s-1970s. i know that it is difficult for young women born in the 1980s and later to believe some of these things, but there was a time when your career options as a woman were very limited—you could be a nurse, teacher, secretary, or a housewife.$this book is an angry book. it's story of four women from very, very different lives. each woman's name starts with the letter j but they don't know each other until the story begins. as the book explores the lives of these women it's fractured, broken up and disjointed. it's not an easy story but the themes of the book are evident throughout.$this book has been on my radar for many years. for a long time i had borrowed it from my brother, but never got around to reading it. i finally returned his copy to him since i picked up an anthology that included this book. and now i have finally gotten around to reading it with another group on goodreads, and i am really glad we chose it for this month's fiction read.$"
the great indian novel,"i had actually give this book 4.5 stars or 9 out of 10. i only give 5's to books i am certain i will want to read again. while this is an excellent read, it does require an investment of time so i probably won't be able to revisit it..anyway, it sat on my tbr shelf for nearly 20 years and i am so glad i held on to it!$very funny, very clever, scathing and intricate, this irreverent mash-up of the mahabharata with the indian independence movement may not be the great indian novel, but it's certainly a great indian novel.$this is one interesting book that is worth commenting upon. for starters, it is one of the better novels to come from india. i am not sure if the author was in india when he wrote it, but regardless, he is an indian politician now, and that makes him as indian as morarji desai or lalu prasad yadav.$the most witty and entertaining book i have read this year. it's smartly written, the satire is spot-on, and the feeling at the end of the novel is not unlike that of getting up from a highly satisfying sadya (feast).$fantastic. with my limited understanding of early politics of independent india, i am not sure how much of this is fabricated. but, from what i do know, this novel read more like a history lesson our gandhi-nehru department of education never sanctioned. it took me a while to get through because i compulsively checked the real characters, but what a great use of my time!$"
the guide,"narayan's the guide is a good story about a man who is a tourist guide who does his absolute best to please his customers honestly or dishonestly, as is the nature of tourist guides everywhere. but he is brought low by romance and becomes a bit of a rogue. i don't want to spoil the story by writing out the plot but eventually, from the absolute depths a man can sink to, he rises on the back of being thought a holy man. his innate moral sense overrides his desire for an easier life and he risks all by telling it how it is.$"
the house of mirth,"i have read almost all of edith wharton's writing. i have the highest regard for her work. she was overshadowed by fitzgerald and hemingway in her day but even so she won the pulitzer prize in 1921 for her novel the age of innocence. the house of mirth was one of her early novels and my favorite, although i like all of her novels.$this book reminded me of when i used to tutor a particular 15-year-old boy. i'd arrive and he'd be snacking and watching this dreadful mtv reality show called my super sweet sixteen. i used to spend a lot of time over there, so i caught enough bits and pieces of it to feel thoroughly revolted.$this book has inspired my next tattoo. that is some fine literature. (and i am sure that if edith wharton were alive today, she would appreciate the tribute.)$i recently finished your book, the house of mirth and am once again left disappointed. i so very much want to love your books. your style of writing is beautiful and real, but the characters, oh the characters! i feel like i get to know them so well, and feel such hope for them, only to be crushed down at the end!$"
the hungry tide,"if shadow lines enthralled you, amitav ghosh's latest masterpiece, the hungry tide, will sweep you off your feet, and into the precarious waters of the sundarbans.in the typical ghosh style, the narrative moves fluidly between past and present. you will be transported into the mindset of the superstitious yet brave folk, who have adapted themselves to the constant ebb and flow of the tide and are living in continuous fear of the bengal tigers. the tide begins to turn with the advent of two seekers from the outside world - piyali roy, an indian-american marine biologist in search of the irrawaddy dolphins and kanai dutt, an urbane translator from new delhi who's there to retrieve his deceased uncle nirmal's journal.$i know amitav ghosh isn't for everyone, but i just adore his writing. i can't think of another author who can transport me to another place the way he does - whether it's india, somewhere else in asia, the us or the uk. i haven't yet visited the sundarbans, but after reading the hungry tide i feel like i've squelched my toes in the mud and scratched my skin on the mangrove roots of that region.$this book was written well before sea of poppies. it was a fairly interesting story set in an area of eastern india in a ""labyrinth of tiny islands known as the sundarbans, where settlers live in fear of drowning tides and man-eating tigers.""it was almost more of a documentary giving interesting facts about the history of the settlers, how the government fought them using this ground, how they eked out a living there and were sometimes eaten by tigers. dang tigers! $i have mixed feelings about ""the hungry tide."" amitav ghosh tells a large story firmly set in a particular place--the mangrove-covered islands in the estuary of the ganges river. the story has everything: love, class-difference, political conflict, natural and man-made catastrophes, and, of course, dolphins, tigers, and crocodiles (dangerous encounters with the latter two, friendly encounters with the first). and that's the problem."
the immortals,"the doorbell rang the other day and when i answered it, there was a very slick guy in a nice suit standing there and a limousine parked at the curb. he started shaking my hand and wormed his way into the house.$its actually two stories, the story of the hela cells and the story of the lacks family told by a journalist who writes the first story objectively and the second, in which she is involved, subjectively. the contrast between the poor lacks family who cannot afford their medical bills and the research establishment who have made millions, maybe billions from these cells is ironic and tragic. $i have moved this book on and off my tbr for years. the truth is that, with few exceptions, i am generally turned off by the thought of non-fiction. i am a fan of fictional stories, and i think i have always felt that non-fiction will be dry, boring and difficult to get through. especially a book about science, cells and medicine when i am more of a humanities/social sciences kinda girl.$when i was a graduate student in the field of ethics, one of my favorite pedagogical strategies, as both a teacher and a student, was the case study. a good case study can make an abstract ethical issue more concrete. a really good case study can turn a deeply contentious issue into an opportunity for thoughtfulness and compassion; right and wrong (to the extent that those concepts even belong in the study of ethics) are nuanced by descriptions of circumstances or values or human need that can make it easier to see and hear and believe the ones on the other side(s) of an issue.$this could have been an incredible book. henrietta lacks story is finally told--and skloot makes very clear how important lacks cells have been to the last 60 years of science and, paradoxically, how much henrietta and her family suffered because those cells were taken from henrietta without her consent. $"
the inheritance of loss ,"the inheritance of loss by kiran desai is a magnificent, impressive novel that ultimately is disappointing. as a process, the book is almost stunningly good. as a product, it falls short.$while the writing was lovely and the theme of the conflicting indian identities in post-colonial india and in the united states was really interesting and supported with well-developed characters. but.i just couldn't get into it and found it like pulling teeth to get through. $there is a tendency to assume that anything that has won the booker prize must be problematic, however i found this winner to actually pretty good. the novel moves points of view and location regularly. it shifts between the foothills of the himalayas near kalimpong (set in 1986 with the gorkhaland movement as a backdrop) and new york and periodically goes back to the pre-war colonial period. the main characters centre on the household of jemubhai a retired judge, sai (his granddaughter), the cook, mutt the dog and gyan (sai's tutor who visits periodically). in new york is biju, the cook's son who is scraping a living working illegally in new york restaurants. $i am very interested in reading books on india since i read yann martel's life of pi. this novel gave me an idea about life of indians (although i already studied it in our high school history. ) i became more interested when i read a white tiger by aravind adiga from which i learned the real face of social system in india, that people in the lower class get through miserable and sordid life. this fact opened my mind then.$"
the journal book,"boring, dull, lifeless, and flat. this is so drawn out and boring i kept having to remind myself what the plot was.best to get someone else to sum up the story rather than undergo the torture of reading it.$even though i should expect some blowback, i still get a little defensive. i mean, no one wants to be called a horrendous person just because he or she didn't like an overlong, self-indulgent, self-important epic about a douche-y peg leg and a stupid whale.$i see more in this book each time i read it. class distinctions, friendships, character development, sin, repentance, forgiveness, redemption--all are explored and charted in this thirteenth novel of dickens.$it's the book that turned me off of dickens. i still shudder when i think of being forced to read it in high school. the descriptions just go on forever.make it stop!$to me great expectations was like an iceberg in that i knew, through some osmosis effect of years of cultural references, the plot of the first 20% of this book. it's been referenced and rehashed so many times that miss havisham can be visualised by most people and they all know her as a crazy old lady in a wedding dress who owns a big house.$"
the lost planet ,"a little while ago my eleven year old sister needed a book for a school project, so we went to barnes and noble to find one. it took us two hours of picking out books and reading the first chapters to find the one she really liked. the lost planet first caught my eye because the cover art is so amazingly stunning.$ i wanted to read the lost planet as soon as i saw that cover many months ago. and i liked the summary as well. then i was lucky to get an arc from macmillan months ago, but i never found the time to start reading it. but today i really wanted to. and i am so glad i did. because i really enjoyed this book.$this was a science fiction adventure written for the young reader. there was mystery, rocket ships, scary monsters, weird aliens and a boy with special powers and no memory. what to to do? who to trust? an exciting trip though the galaxy $it's a lot to keep up with - the races, planets, politics, character stories - but it was a good read. i like that it compels me to read the next book but at the same time it feels like it can stand alone. $"
the new diary,"it is one long anecdote disguised as a novel. a lot like devil wears prada, it is just a laundry list of incidents while working for the shallow, designer-clad perfectionist. it reads more like an article in us weekly, in touch, and or the mecca of all celebrity rag mag's, people.$this book was a gift while i was working as a nanny. at first it was funny, with all of the little observations that all nannies make- mainly about a certain, small subsection of women who hire nannies- the wealthy, entitled, narcissistic bitches. $i read this during a series of fifteen-minute breaks at my job. in the interest of full disclosure, i have a bit of a grudge against any book packaged as chick-lit, the literary equivalent of low-cal fast food. however, i thoroughly enjoyed both the girls guide to hunting and fishing and prep, and understand that genuinely good fiction is sometimes whored out with candy-colored covers so they'll sell, and i am always happy to be taken by surprise when that's the case.$i read this book back when i was in college. this was actually the very first non-middle grade english book i ever bought! i had only bought some of meg cabot's princess diaries before then. but that was about it and none of that felt as grown up to me as the nanny diaries. hmm, i just realized they were both diaries, huh? and to think i have never been one to keep any sort whatsoever! anywho.$"
the palace of illusions,"i was intrigued as soon as i heard the plot of the palace of illusions, and i knew i was going to like it right away. i think chitra banerjee divakaruni deserves three out of the five stars i gave her just for thinking of the idea itself. the mahabharata has been part of india's ancient culture and history for the past 3000 years, and yet no one ever thought of narrating the epic from a different point of view.$palace of illusions by chitra banerjee divakaruni had been on my tbr list for years, but honestly, i wasn't sure it was for me. as i review it today, i have only myself to blame. i was totally swept over by chitra's prose, mesmerized by the conviction with which she writes the story of one of the most complex characters of mahabharata, that too, in first person. kudos to the author for successfully presenting a fast paced compendium of this epic indian text, which as it happens, is also one of the longest poems ever written (it is roughly ten times the length of the iliad and the odyssey combined, as per wikipedia).$pertama, cover yang menarik. yup, terkadang mata saya suka sekali dengan keindahan cover suatu buku. perpaduan warnanya seperti membawa saya ke istana khayalan. cover aselinya juga keren..i love green $"
the private life of the diary,"a little too much all over the place for me - i think i get the tradition bayley is writing in (mixing memoir and criticism) but i am not sure it was entirely working here. i also found it oddly judgmental in places. the first two chapters are really good, though.$a really lovely book. easy to read, well structured and whilst slightly whimsical there is enough there to keep you interested and reaching for the next page$what a good read. lots to think about later and so many interesting stories in it. i loved this book $i enjoyed reading this but it was not what i expected. i think i was expecting something a little more analytical whereas this is a very flowing and descriptive account (which consequently means it's very easy to read and does make for enjoyable reading!).$"
the secret of the nagas,"i feel like i just finished reading one of the star wars installments. with shiva as anakin, sati as padme, unexplored regions with strange inhabitants with secrets and continuous travels. the book was just too formulaic. that is not to say that it is not a good read - it is just that i was expecting the second book to be better than the first in some ways at least, and quite frankly, it is not.$i still maintain that this book is a great concept. taking an indian god like shiva with multiple facets to his persona and coming up with such an elaborate tale takes a different kind of imagination. having grown up hearing stories about gods like shiva, vishnu, rama, krishna etc curiosity was the one thing that drew me towards the first book in the series.$the second novel in amish's shiva trilogy series and it steals the show by revealing the most shocking yet pleasant tight-lipped remains of the immortals of meluha$finally the book is out. for past one year we (and here i can talk about four of us) have been waiting for the release of this book. checking every month and then on a weekly basis. its one of the firsts in mythological fiction in india based on god shiva.$"
the void captain's tale,"although the book contains much quotable and interesting material, it ultimately fails in a way almost uniquely reserved for science fiction: the artificiality of its construction leaves it bereft of humanity. the book blends japanese, french, spanish, and german phrases into the english of its projected future; this conceit is never as interesting in practice as in idea, and wears heavily on the reader only one quarter into the text. $this may have been the most difficult book i have read all year. using its literary aspirations and eccentric mix of languages to support a slow-moving - though compelling - plot, spinrad has crafted one of the most interesting books i have read all year. $i have talked before about sf authors setting their sights a little too high, and some of the novels nominated for the hugo or nebula getting by more on concept than actual delivery. in my review of dark universe i talk a little about samuel delany's opinion on story and writing and why i think he's wrong to say a novel's delivery cannot be exceeded by it's concept. i might be putting words into delany's mouth (i had trouble finding the actual quote), but either way void is a good example of the concept, no possible story could live up to the originality of the idea.$the language in this book, told in first person by the captain of the dragon zephyr is meant to evoke a merged, semi-polyglot future; captain genro intersperses both his tale and the dialogue of the people in it with various words and phrases from german, french, spanish, and other languages.$as someone who researches consciousness studies a a part of my career, i found the authors capacity to creatively articulate vastly complex philosophy while effectively weaving it into a science fiction narrative was brilliant. the style of writing was extremely colourful and really accentuated a sense of immersion into the world he was creating.$"
the waste land,"i am trying to write a term paper on this poem (key word is trying) and then i realized, hey, i should waste some time by writing a review of the poem on goodreads! so here we are. $i read a lot of poems as an english major back in the day. not many have stuck with me over the years, but the waste land is one of them: t.s. eliot's lamentation of the spiritual drought in our day, the waste land of our western society, lightened by a few fleeting glimpses of hope. it's fragmented, haunting, laden with symbolism and allusions, and utterly brilliant. $i often return here, and each time i find a different place and yet it is the same, maybe because i have heard and reheard the four quartets mantra. four quartets offer the solution because the waste land sets the problem.$this is the hardest poem i have ever read. certainly, the difficulty experienced when reading something is not enough reason to leave a bad review. i am currently reading ulysses, a notoriously difficult book, but i am enjoying it nonetheless. this, however, is an entirely different creature.$"
the white tiger ,"the perfect companion piece to slumdog millionaire, and if you didn't like that movie, you won't like this book for the same reasons. it's a no-nonsense bulldozing mordant splenetic jackhammer of a story written as a tough slangy 300 page fast-reading monologue. it's a novel of information, not art. it tells you all about modern india with a traditional rags-to-riches fable. our hero murders his employer unapologetically, and that's how he gets his riches.$to begin with, let me tell you first, of my association with this novel. i had never finished any contemporary novel, to put it bluntly, who cares!..was my attitude towards the contemporary writers, by the time i had bought this novel.$i have just this minute finished this book and i can already tell that it will be one of those books that i will think about often. it's not a book whose plot i can easily explain, or a book that i can easily fit into a particular genre on my shelves, but my god did it pack a powerful punch. i have hardly been able to put it down between sittings.$best contemporary novel i have read this year. antidote for the pastel lyricism of most mainstream novels coming out of india and a wonderful social satire with savage bit. kind of like terry southern's best work if he hadn't been all weeded up and goofy. $i have read this book while it was still unpublished manuscript and fell in love immediately. because it gave me the same pleasure as vikas swarup's q&a.$"
the wives of bath,"parts i loved, parts hard to read. i also love this movie, even though i personally found them very different from each other. but as with most, the book is better. it's all about the power of the imagination, and i will always love that $this was weird, and i really liked the writing. but as unique and enjoyable as the writing was, i felt very removed reading it, despite how poetic it was. so i got into it, but i didn't really get into it, and i was disappointed.$this is a book that i waited way too long to track down and read. i enjoyed the 2001 film lost and delirious, which was the only way i would have ever even heard of this book. since it's out of print, i filed it somewhere in the back of my mind to search for eventually. when i recently fell in love with chaucer's the canterbury tales,especially that hilarious wife of bath, i instantly remembered this book and decided it was time to buy an overpriced used copy online. $ having seen (and liked) the movie lost and delirious a few years back, i thought undoubtedly the source novel would help flesh out the characters. the movie itself deals with common lgbt themes such as societal norms and keeping up appearances both of which are painfully real and easily relatable.$the main problem that i found with this book was that i couldn't find enough time to read it. i actually missed my stop while reading it on the bus and actually considered staying on the route until the bus turned around and came back the other way - that's how much i enjoyed this book. i had seen the movie, lost and delirious, that was based on this book some time ago and was not particularly overwhelmed by the movie.$"
to a god unknown,"i opened this book for the first time - one of the few steinbeck novels i had not yet read - shortly after completing my own first attempt at writing a novel. the little book is one of steinbeck's earliest published works and, interestingly enough, the one that took him the longest to complete.$although it runs only 240 pages (compare that to east of eden at 601 pages), to a god unknown was the project which took steinbeck the longest to complete. it was only his second full-length novel, and he worked on it over a period of five years, nearly scrapping it on more than one occasion. and despite all of his revisions and efforts he just did not succeed in making it a great piece of literature.$i can always count on a steinbeck to break the streak of crappy, 2-star reads. i love how i can always return to him, with a book i have never really heard of, and immediately fall back in step with his style, his worldview, and completely love his message. $this book was steinbeck's third book in a long career. all of the wonderful elements of a steinbeck book are already there: the prose, the tension between characters and inside each character, the love of the land.$to a god unknown is a journey through metaphysics with john steinbeck as your tour guide. a relatively simple story that is a metaphor for one man's trip to, and through, self-awareness and universal connections. i would read a bit each day while my students were on their independent work. $"
to your scattered bodies go,"about as inventive as a great science fiction novel from a very good writer can be, this describes a world where everyone who ever lived is reincarnated into a river valley environment. filled with philosophical and theological metaphor, this is an excellent vehicle for the author to explore various subjects revolving around sociology, human nature and group dynamics. $a very kilgore troutish book. farmer comes up with a phenomenal idea: a world where every human being who's ever lived has been resurrected, to spend the rest of eternity coming to terms with each other along the banks of a gigantic river. unfortunately, after a few chapters it becomes clear that the author has no real plan about where to go with his concept. i remember some reviewer expressing similar disappointment with the matrix.$after he died, the famous 19th century explorer sir richard francis burton wasn't surprised to find that what the christian priests had taught about the resurrection wasn't true. but he was totally bewildered by what actually happened. he woke up young, hairless, naked, and turning in midair (as if on a spit) in the middle of 37 billion other young, hairless, naked and rotating humans.$i can't even with this book. the premise is moderately interesting, but the sexism is just too much. prudes and whores and nags and every fucking stereotype of woman you can think of, but god forbid there be a woman who serves any purpose other than sex object or victim. yet another genius who can imagine a world without religion or oppressive sexual mores, but can't imagine competent women with purpose and agency outside of a man.$"
train to pakistan,"this book, particularly this version with photographs from margaret bourke-white (a pioneer in photojournalism) was fantastic. it is short but a powerful story about the partition of india in 1947—an event i am sorry to say i had not known much about until coming on this field study to india. i began it on my own train ride to pakistan.$it is interesting to read historical novels where history is written as fiction.here is a novel that tries to record a memorable phase of indian history through fictional route but the essence is hardly lost in the process.....we come to know a village at brink of sutlej that is littered with equal majority of sikhs and muslims living together since a long past ago.that is the time of partition, the summer of 1947. muslims leave india and their exodus to pakistan is not free from human sufferings.and so is the case with hindus and sikhs leaving pakistan.$one of the earliest english language novels to capture the horrors of the indian partition of 1947. since then it has achieved classic status in the history of subcontinental literature and for right reasons.as independence and with it partition took reality the punjabis become desperate to learn about their fate. the province of punjab (like bengal on the eastern borders) was to be cut in half between its muslim majority population and hindu-sikh majority populationv$train to pakistan is a book about the horrors of civil war and how a small peaceful village finally becomes a part of religious hate and communal violence. it depicts the myriads of human emotions which arise in troubled times and portrays how nothing is concrete. khushwant singh makes his point with this book that there is no categorical distinction of a person as good or bad and that even the best of relationships, which are built upon the virtues of comradeship and empathy, can be totally engulfed in troubled times by selfishness, intolerance, hypocrisy and falsehood. it also portrays that the test of ones character is only in tough times- via the contrast of the two lead characters of the novel.$inspite of volumes being written about life before, during and after the indo-pak partition, 'train to pakistan' clearly stands apart. how the brotherhood between two major communities of a small peaceful village transforms to hatred and loathe overnight under the existing scenario, is unbelievably surprising. murders, thefts, molestations, massacres, over just a short span of time are enough to send shivers down your spine.$"
under the green star,"under the green star is lin carter's homage to edgar rice burroughs and it's a quick, fun, exciting adventure with some terrific scenery. our hero (who's telling the story in first person) was crippled by polio when he was a child and, as an adult, he's confined to a wheelchair. $our nameless protagonist is a recluse, independently wealthy, but crippled. learning the eastern art of soulcasting, he projects his soul from his body and sets off to search the cosmos. on one of his first stops, however, he is compelled to enter the comatose body of a warrior, and quickly becomes the foremost protector of a beautiful alien queen.$a quirky little sci-fi adventure, told in the manner of edgar rice burroughs john carter of mars books. lin carter makes it clear he is writing an homage to burroughs books, though anyone who has also read those books will recognize burroughs' style and tropes immediately.$yes, it is indeed a second -rate john carter of mars story, but lin carter freely admits of his inspiration, referring to it in the 1972 afterword as  a love letter. the nice thing is, he was successful in it coming off as an homage, rather than a rip off, and therefore this is a very pleasant read, especially for vacation reading.$really enjoyed this book. as others have pointed out it is not  high literature and the writing feels dated at time but carters style is earnest and engaging. while i originally picked up the book to prepare for narrating the audiobook version i have to say it won me over and narrating it was one of my most enjoyable projects ever. $one of the best executed pieces of sword & planet fiction from that time period, written before lin got all bitter.$"
write for life,"i had no idea that block once traveled around giving self-help seminars for writers! this is the book that he wrote to repurpose those seminars for the do-it-yourselfer. if you are into self-help psychology you will probably get a lot out of this book. otherwise, not so much. block spends a lot of words in the book talking about the seminar. i guess that is to provide the feel of what it would be like if you were doing this process in the seminar.$one of the best and most interesting books about writing. this is not about writing, but about the writer's mind and how to straighten that out. very surprising!$wish i could have a seminar, but it isn't possible yet. this wasn't a bad substitute. i would recommend to others. $this book really inspired me to write through fear and limiting beliefs. i highly recommend it.$potentially helpful but in the way that everything you do in life is helpful in someway or another.$along with dean koontz's how to write bestselling fiction, this is one of the best writing books i have ever read.$"
